id,observed_on,time_observed_at,time_zone,quality_grade,image_url,captive_cultivated,place_guess,scientific_name,iconic_taxon_name,season,image_path
122096433,2018-07-07,2018-07-07 10:44:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/206685316/medium.jpg,False,"Honolulu County, HI, USA",Ortygornis pondicerianus,Aves,Summer,./images_introduced/122096433.jpg
56771481,2013-10-07,2013-10-07 06:41:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/90483736/medium.jpeg,False,"Diamond Head / Kapahulu / St. Louis Heights, Honolulu, HI, USA",Pycnonotus cafer,Aves,Fall,./images_introduced/56771481.jpg
116590119,2022-05-11,2022-05-11 08:39:21-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/196818251/medium.jpeg,False,Lihue,Bubulcus ibis,Aves,Spring,./images_introduced/116590119.jpg
174064467,2023-07-17,2023-07-17 18:22:28-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/302359325/medium.jpeg,False,"Pāhoa, HI 96778, USA",Lophura leucomelanos,Aves,Summer,./images_introduced/174064467.jpg
109428972,2022-03-24,2022-03-24 17:18:28-10:00,Hawaii,research,https://static.inaturalist.org/photos/184432069/medium.jpg,False,"Hawaiʻi, Kailua Kona, HI, US",Sicalis flaveola,Aves,Spring,./images_introduced/109428972.jpg
198187268,2024-02-01,2024-02-01 13:36:44-10:00,Hawaii,research,https://static.inaturalist.org/photos/349252742/medium.jpeg,False,"Pāhoa, HI 96778, USA",Paroaria capitata,Aves,Winter,./images_introduced/198187268.jpg
165646269,2023-06-04,2023-06-04 14:45:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/286758072/medium.jpeg,False,"Kahaluu-Keauhou, HI 96740, USA",Haemorhous mexicanus,Aves,Summer,./images_introduced/165646269.jpg
192999523,2023-11-22,2023-11-22 21:48:00-10:00,Hawaii,research,https://static.inaturalist.org/photos/338938336/medium.jpg,False,"Maui County, HI, USA",Alectoris chukar,Aves,Fall,./images_introduced/192999523.jpg
145167594,2022-12-26,2022-12-26 13:56:14-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/249321181/medium.jpg,False,"Kahului Airport, Paia, HI, US",Passer domesticus,Aves,,./images_introduced/145167594.jpg
208171151,2024-02-19,2024-02-19 14:54:13-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/368290389/medium.jpg,False,"Ellison Onizuka Kona International Airport at Keahole, Kalaoa, HI, US",Geopelia striata,Aves,Winter,./images_introduced/208171151.jpg
119837449,2022-06-01,2022-06-01 14:00:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/202627314/medium.jpg,False,"Kauai, Hawaii, United States",Bubulcus ibis,Aves,Summer,./images_introduced/119837449.jpg
3275710,2016-05-22,2016-05-22 12:06:44-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/3787807/medium.jpg,False,"68-1200 N Kaniku Dr Waimea, HI 96743",Geopelia striata,Aves,Spring,./images_introduced/3275710.jpg
14996224,2017-08-25,2017-08-25 04:46:04-10:00,Hawaii,research,https://static.inaturalist.org/photos/22372064/medium.jpeg,False,"Lanai City, HI 96763, USA",Alectoris chukar,Aves,Summer,./images_introduced/14996224.jpg
37085518,2019-12-29,2019-12-28 21:20:51-10:00,Hawaii,research,https://static.inaturalist.org/photos/58734043/medium.jpeg,False,"Nawiliwili, Lihue, HI 96766, USA",Gallus gallus,Aves,,./images_introduced/37085518.jpg
197181678,2023-09-28,2023-09-28 11:56:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/347222628/medium.jpeg,False,"Hakalau National Wildlife Refuge, Hawai'i, Hawaii'i, USA",Lophura leucomelanos,Aves,Fall,./images_introduced/197181678.jpg
150364447,2023-03-05,2023-03-05 14:33:28-10:00,Hawaii,research,https://static.inaturalist.org/photos/259260658/medium.jpg,False,"Hawaiʻi, Hilo, HI, US",Sicalis flaveola,Aves,Spring,./images_introduced/150364447.jpg
151967412,2023-03-19,2023-03-19 07:55:38-10:00,Hawaii,research,https://static.inaturalist.org/photos/262287306/medium.jpg,False,"Hawaiʻi, Holualoa, HI, US",Paroaria capitata,Aves,Spring,./images_introduced/151967412.jpg
10133339,2018-01-21,2018-01-21 16:23:44-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/13976882/medium.jpg,False,"Captain Cook, HI  96772, Captain Cook, HI, US",Cardinalis cardinalis,Aves,Winter,./images_introduced/10133339.jpg
163254237,2023-05-09,2023-05-09 15:38:00-10:00,Hawaii,research,https://static.inaturalist.org/photos/282345749/medium.jpg,False,"Honolulu County, HI, USA",Gallus gallus,Aves,Spring,./images_introduced/163254237.jpg
18161834,2018-06-02,2018-06-02 06:12:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/27760661/medium.jpg,False,"Honolulu County, HI, USA",Copsychus malabaricus,Aves,Summer,./images_introduced/18161834.jpg
211878967,2023-01-19,2023-01-19 12:56:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/374493228/medium.jpg,False,"Hawaii, US",Padda oryzivora,Aves,Winter,./images_introduced/211878967.jpg
196316818,2024-01-09,2024-01-09 11:08:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/345595198/medium.jpg,False,"Downtown, Honolulu, HI, USA",Geopelia striata,Aves,Winter,./images_introduced/196316818.jpg
48727624,2020-06-05,2020-06-05 09:51:14-10:00,Hawaii,research,https://static.inaturalist.org/photos/77330953/medium.jpg,False,"Ewa Forest Reserve, Kaneohe, HI, US",Leiothrix lutea,Aves,Summer,./images_introduced/48727624.jpg
183806988,2023-09-17,,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/320724680/medium.jpg,False,"Hawaii County, HI, USA",Lonchura punctulata,Aves,Fall,./images_introduced/183806988.jpg
76799034,2021-04-30,2021-04-30 09:12:54-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/125608713/medium.jpg,False,"Oʻahu, East Honolulu, HI, US",Acridotheres tristis,Aves,Spring,./images_introduced/76799034.jpg
3877131,2016-08-07,2016-08-07 13:23:00-10:00,Hawaii,research,https://static.inaturalist.org/photos/4548387/medium.jpg,False,"Mahi Street, Kailua-Kona, HI, United States",Lonchura punctulata,Aves,Summer,./images_introduced/3877131.jpg
130469199,2022-08-10,2022-08-10 16:50:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/221887752/medium.jpg,False,"Maui, Kihei, HI, US",Zosterops japonicus,Aves,Summer,./images_introduced/130469199.jpg
20525577,2019-02-20,2019-02-20 20:33:38-10:00,Hawaii,research,https://static.inaturalist.org/photos/31684111/medium.jpg,False,"96743, Kamuela, HI, US",Ortygornis pondicerianus,Aves,Winter,./images_introduced/20525577.jpg
91440789,2021-08-16,2021-08-16 08:54:28-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/151255523/medium.jpeg,False,"Hawaii, US",Acridotheres tristis,Aves,Summer,./images_introduced/91440789.jpg
766583,2014-07-02,2014-07-02 18:10:08-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/965834/medium.jpg,False,"19-4050 Kalanikoa Rd, Volcano, HI, US",Lophura leucomelanos,Aves,Summer,./images_introduced/766583.jpg
30787630,2019-08-12,2019-08-12 13:07:00-10:00,Hawaii,research,https://static.inaturalist.org/photos/48120144/medium.jpg,False,"Honaunau-Napoopoo, HI 96704, USA",Paroaria capitata,Aves,Summer,./images_introduced/30787630.jpg
149426803,2023-02-20,2023-02-20 15:22:31-10:00,Hawaii,research,https://static.inaturalist.org/photos/257484915/medium.jpg,False,"Kauaʻi, Koloa, HI, US",Cairina moschata domestica,Aves,Winter,./images_introduced/149426803.jpg
28600117,2019-07-06,2019-07-05 15:05:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/44594535/medium.jpg,False,"Hawaii, US",Padda oryzivora,Aves,Summer,./images_introduced/28600117.jpg
108783647,2022-03-02,2022-03-02 18:34:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/183224826/medium.jpg,False,"Hawaii County, HI, USA",Bubulcus ibis,Aves,Spring,./images_introduced/108783647.jpg
181015970,2016-07-23,2016-07-23 14:39:00-10:00,Hawaii,research,https://static.inaturalist.org/photos/315417545/medium.jpg,False,"Hawaii Kai, Honolulu, HI, USA",Spilopelia chinensis,Aves,Summer,./images_introduced/181015970.jpg
67013999,2020-12-23,2020-12-23 07:49:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/108166876/medium.jpg,False,"Wailea, Wailea-Makena, HI 96753, USA",Zosterops japonicus,Aves,,./images_introduced/67013999.jpg
144203488,2022-12-11,2022-12-11 16:58:52-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/247453168/medium.jpg,False,"Hawaiʻi, Ocean View, HI, US",Lophura leucomelanos,Aves,,./images_introduced/144203488.jpg
132217783,2022-08-24,2022-08-24 11:08:35-10:00,Hawaii,research,https://static.inaturalist.org/photos/225126503/medium.jpeg,False,"Haleiwa, HI 96712, USA",Copsychus malabaricus,Aves,Summer,./images_introduced/132217783.jpg
6412108,2017-04-20,2017-04-20 17:42:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/8091273/medium.jpg,False,"Kauai County, HI, USA",Gallus gallus,Aves,Spring,./images_introduced/6412108.jpg
106364254,2022-02-07,2022-02-07 08:17:31-10:00,Hawaii,research,https://static.inaturalist.org/photos/178664193/medium.jpg,False,"オワフ島, ホノルル, HI, US",Columba livia domestica,Aves,Winter,./images_introduced/106364254.jpg
148292197,2023-02-07,2023-02-07 14:07:00-10:00,Hawaii,research,https://static.inaturalist.org/photos/255337775/medium.jpeg,False,"Hanalei, HI, USA",Acridotheres tristis,Aves,Winter,./images_introduced/148292197.jpg
194995085,2023-12-09,2023-12-09 14:21:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/342921078/medium.jpeg,False,"Ahuimanu, HI 96744, USA",Bubulcus ibis,Aves,,./images_introduced/194995085.jpg
140116303,2022-10-26,2022-10-26 15:41:54-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/239794250/medium.jpg,False,"Maui, Kaanapali, HI, US",Passer domesticus,Aves,Fall,./images_introduced/140116303.jpg
117611028,2022-05-17,2022-05-17 13:28:44-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/198646112/medium.jpg,False,"Ellison Onizuka Kona International Airport at Keahole, Kailua Kona, HI, US",Paroaria capitata,Aves,Spring,./images_introduced/117611028.jpg
70527478,2021-03-03,2021-03-03 13:58:01-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/114673552/medium.jpg,False,"Oʻahu, Honolulu, HI, US",Estrilda astrild,Aves,Spring,./images_introduced/70527478.jpg
40087351,2020-03-16,2020-03-16 07:25:32-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/63667914/medium.jpg,False,"Hawaii, US",Bubulcus ibis,Aves,Spring,./images_introduced/40087351.jpg
183453156,2023-09-13,2023-09-13 09:06:38-10:00,Hawaii,research,https://static.inaturalist.org/photos/320063754/medium.jpg,False,"Pearl Harbor National Memorial, Aiea, HI, US",Columba livia domestica,Aves,Fall,./images_introduced/183453156.jpg
26556906,2013-07-21,2013-07-21 13:18:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/41243387/medium.jpeg,False,"Honolulu, HI, USA",Zosterops japonicus,Aves,Summer,./images_introduced/26556906.jpg
143531092,2022-11-24,2022-11-24 14:40:00-10:00,Hawaii,research,https://static.inaturalist.org/photos/246167175/medium.jpg,False,"Oʻahu, Honolulu, HI, US",Columba livia domestica,Aves,Fall,./images_introduced/143531092.jpg
116528899,2022-05-10,2022-05-10 12:24:51-10:00,Hawaii,research,https://static.inaturalist.org/photos/196712705/medium.jpg,False,"Oʻahu, Honolulu, HI, US",Lonchura atricapilla,Aves,Spring,./images_introduced/116528899.jpg
105115042,2022-01-16,2022-01-16 14:47:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/176292509/medium.jpg,False,"Hawaii County, HI, USA",Paroaria capitata,Aves,Winter,./images_introduced/105115042.jpg
191431104,2023-09-28,2023-09-28 15:15:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/335822158/medium.jpg,False,"Waikiki, Honolulu, HI 96815, USA",Paroaria coronata,Aves,Fall,./images_introduced/191431104.jpg
43532330,2020-04-24,2020-04-24 16:54:52-10:00,Hawaii,research,https://static.inaturalist.org/photos/69067287/medium.jpg,False,"Oneloa Bay, Lahaina, HI, US",Haemorhous mexicanus,Aves,Spring,./images_introduced/43532330.jpg
195601506,2024-01-02,2024-01-02 11:13:24-10:00,Hawaii,research,https://static.inaturalist.org/photos/344157663/medium.jpeg,False,"Manoa, Honolulu, HI, USA",Sicalis flaveola,Aves,Winter,./images_introduced/195601506.jpg
179221762,2023-08-19,2023-08-19 10:48:29-10:00,Hawaii,research,https://static.inaturalist.org/photos/311987439/medium.jpg,False,"Hawaiʻi, Kamuela, HI, US",Passer domesticus,Aves,Summer,./images_introduced/179221762.jpg
196874814,2016-08-12,2016-08-12 15:06:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/346600190/medium.jpeg,False,"Honolulu County, HI, USA",Gallus gallus domesticus,Aves,Summer,./images_introduced/196874814.jpg
27674881,2019-06-14,2019-06-14 15:17:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/43083065/medium.jpg,False,"Lahaina, HI, USA",Haemorhous mexicanus,Aves,Summer,./images_introduced/27674881.jpg
118882045,2022-05-25,2022-05-25 14:17:38-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/200910065/medium.jpg,False,"Ellison Onizuka Kona International Airport at Keahole, Kailua Kona, HI, US",Geopelia striata,Aves,Spring,./images_introduced/118882045.jpg
104376906,2022-01-04,2022-01-04 13:38:40-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/174880559/medium.jpeg,False,"Kailua-Kona, HI, USA",Geopelia striata,Aves,Winter,./images_introduced/104376906.jpg
214294934,2024-05-07,2024-05-07 09:38:59-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/378763848/medium.jpg,False,"Kauaʻi, Lihue, HI, US",Bubulcus ibis,Aves,Spring,./images_introduced/214294934.jpg
98856272,2021-10-14,2021-10-14 11:27:53-10:00,Hawaii,research,https://static.inaturalist.org/photos/164684579/medium.jpg,False,"Maui, Kahului, HI, US",Gallus gallus domesticus,Aves,Fall,./images_introduced/98856272.jpg
36352982,2019-12-03,2019-12-03 14:56:30-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/57456587/medium.jpg,False,"Waikele Country Club, Waipahu, HI, US",Pycnonotus cafer,Aves,,./images_introduced/36352982.jpg
198032617,2024-01-30,2024-01-30 14:03:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/348943865/medium.jpeg,False,"Kauai County, HI, USA",Zosterops japonicus,Aves,Winter,./images_introduced/198032617.jpg
194763666,2023-12-24,2023-12-24 10:08:33-10:00,Hawaii,research,https://static.inaturalist.org/photos/342442718/medium.jpg,False,"Maui, Napili-Honokowai, HI, US",Geopelia striata,Aves,,./images_introduced/194763666.jpg
151092585,2023-03-13,2023-03-13 10:57:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/260647237/medium.jpeg,False,"West Loch Estate, HI 96706, USA",Sicalis flaveola,Aves,Spring,./images_introduced/151092585.jpg
21091868,2019-02-18,2019-02-18 14:54:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/32594349/medium.jpeg,False,"Kauai, Hawaii, USA",Gallus gallus domesticus,Aves,Winter,./images_introduced/21091868.jpg
199338316,2024-02-14,2024-02-14 14:10:18-10:00,Hawaii,research,https://static.inaturalist.org/photos/351526616/medium.jpg,False,"Keālia Forest Reserve, Kapaa, HI, US",Copsychus malabaricus,Aves,Winter,./images_introduced/199338316.jpg
69564175,2016-02-10,2016-02-10 09:45:00-10:00,Hawaii,research,https://static.inaturalist.org/photos/112900792/medium.jpg,False,"Maui County, US-HI, US",Padda oryzivora,Aves,Winter,./images_introduced/69564175.jpg
3991008,2016-08-12,2016-08-12 18:12:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/4712741/medium.jpeg,False,"Pukalani, Maui, Hawai'i, USA",Passer domesticus,Aves,Summer,./images_introduced/3991008.jpg
6767972,2015-04-11,2015-04-11 12:23:05-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/8601052/medium.jpg,False,"2141 Hoone Rd, Poipu, HI, US",Gallus gallus,Aves,Spring,./images_introduced/6767972.jpg
151793454,2023-03-10,2023-03-10 07:08:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/261961757/medium.jpeg,False,"Kihei, HI 96753, USA",Cardinalis cardinalis,Aves,Spring,./images_introduced/151793454.jpg
81980694,2021-06-06,2021-06-06 17:33:58-10:00,Hawaii,research,https://static.inaturalist.org/photos/134509271/medium.jpg,False,"Kealakekua Bay State Historic Park, Honaunau, HI, US",Paroaria capitata,Aves,Summer,./images_introduced/81980694.jpg
206864858,2024-04-12,2024-04-12 12:11:15-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/365856449/medium.jpg,False,"Oʻahu, Honolulu, HI, US",Columba livia domestica,Aves,Spring,./images_introduced/206864858.jpg
90360704,2018-10-18,2018-10-17 11:07:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/149335679/medium.jpg,False,"Maunaloa, HI 96770, USA",Cardinalis cardinalis,Aves,Fall,./images_introduced/90360704.jpg
146260157,2023-01-09,2023-01-09 15:51:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/251417833/medium.jpg,False,"Kailua-Kona, HI, USA",Paroaria capitata,Aves,Winter,./images_introduced/146260157.jpg
144576402,2022-12-17,2022-12-17 16:43:48-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/248166042/medium.jpg,False,"Hawaii, US",Padda oryzivora,Aves,,./images_introduced/144576402.jpg
112623600,2022-04-23,2022-04-23 17:24:14-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/190239985/medium.jpg,False,"Kekaha Kai (Kona Coast) State Park, Kailua Kona, HI, US",Cardinalis cardinalis,Aves,Spring,./images_introduced/112623600.jpg
36137180,2019-11-27,2019-11-27 08:50:32-10:00,Hawaii,research,https://static.inaturalist.org/photos/57087365/medium.jpg,False,"President William McKinley High School, Honolulu, HI, US",Acridotheres tristis,Aves,Fall,./images_introduced/36137180.jpg
37527811,2019-12-29,2019-12-29 01:39:02-10:00,Hawaii,research,https://static.inaturalist.org/photos/59509383/medium.jpg,False,"Hawaiʻi, Kamuela, HI, US",Sicalis flaveola,Aves,,./images_introduced/37527811.jpg
47644466,2020-05-27,,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/75569348/medium.jpg,False,"Kuliouou - Kalani Iki, Honolulu, HI, USA",Leiothrix lutea,Aves,Spring,./images_introduced/47644466.jpg
153405255,2023-04-03,2023-04-03 14:52:38-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/264952125/medium.jpg,False,"Kauaʻi, Poipu, HI, US",Copsychus malabaricus,Aves,Spring,./images_introduced/153405255.jpg
165540461,2023-06-03,2023-06-03 09:52:57-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/286561768/medium.jpg,False,"Oʻahu, Kailua, HI, US",Ortygornis pondicerianus,Aves,Summer,./images_introduced/165540461.jpg
143649133,2018-07-09,2018-07-09 02:36:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/246393981/medium.jpeg,False,"Honolulu County, HI, USA",Estrilda astrild,Aves,Summer,./images_introduced/143649133.jpg
135299,2012-10-14,2012-10-14 00:48:04-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/13514966/medium.jpeg,False,"Hawaii Island, Hilo, Hawaii, US",Zosterops japonicus,Aves,Fall,./images_introduced/135299.jpg
142258277,2022-11-17,2022-11-17 15:07:58-10:00,Hawaii,research,https://static.inaturalist.org/photos/243860949/medium.jpg,False,"Oʻahu, Waimānalo Beach, HI, US",Columba livia domestica,Aves,Fall,./images_introduced/142258277.jpg
28177610,2015-01-09,2015-01-09 11:55:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/43907557/medium.jpeg,False,"6600 Makena Alanui, Kihei, HI 96753, USA",Acridotheres tristis,Aves,Winter,./images_introduced/28177610.jpg
130483588,2005-04-13,2005-04-13 15:08:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/221912026/medium.jpeg,False,"2720 Hoonani Rd, Koloa, HI 96756, USA",Paroaria coronata,Aves,Spring,./images_introduced/130483588.jpg
205161568,2024-03-26,2024-03-26 08:38:26-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/362720720/medium.jpg,False,"Hawaii County, US-HI, US",Cardinalis cardinalis,Aves,Spring,./images_introduced/205161568.jpg
133991674,2022-09-06,2022-09-06 12:12:13-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/228318650/medium.jpg,False,"Oʻahu, Haleiwa, HI, US",Paroaria coronata,Aves,Fall,./images_introduced/133991674.jpg
13403376,2018-06-10,2018-06-10 06:06:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/19660420/medium.jpeg,False,"Kalaoa, HI 96740, USA",Paroaria capitata,Aves,Summer,./images_introduced/13403376.jpg
2740091,2016-03-02,2016-03-02 14:03:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/3093975/medium.jpg,False,"University of Hawaiʻi at Mānoa, Mānoa, Honolulu, Oʻahu, Hawaiʻi",Estrilda astrild,Aves,Spring,./images_introduced/2740091.jpg
17671088,2018-09-15,2018-09-15 14:34:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/26927888/medium.jpeg,False,"Hawaii County, HI, USA",Paroaria capitata,Aves,Fall,./images_introduced/17671088.jpg
145298363,2022-12-28,2022-12-28 13:52:32-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/249567595/medium.jpg,False,"Kailua Beach Park, Kailua, HI, US",Acridotheres tristis,Aves,,./images_introduced/145298363.jpg
148669101,2023-02-10,2023-02-10 16:25:37-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/256061196/medium.jpeg,False,Kaanapali,Ortygornis pondicerianus,Aves,Winter,./images_introduced/148669101.jpg
109791937,2022-03-28,2022-03-28 09:16:02-10:00,Hawaii,research,https://static.inaturalist.org/photos/185109447/medium.jpg,False,"Maui, Makawao, HI, US",Gallus gallus,Aves,Spring,./images_introduced/109791937.jpg
9923422,2012-10-03,2012-10-03 08:45:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/13613704/medium.jpeg,False,"Kealakekua, HI, USA",Sicalis flaveola,Aves,Fall,./images_introduced/9923422.jpg
78433505,2021-05-11,2021-05-11 16:15:46-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/128362515/medium.jpg,False,"Kilauea, HI, US",Lophura leucomelanos,Aves,Spring,./images_introduced/78433505.jpg
5051780,2012-08-07,2012-08-07 10:47:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/6192075/medium.jpg,False,"Hilo, Hawaii, United States",Passer domesticus,Aves,Summer,./images_introduced/5051780.jpg
4665054,2016-11-27,2016-11-27 02:20:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/5649395/medium.jpeg,False,"Hana Hwy, Paia, HI 96779, USA",Columba livia domestica,Aves,Fall,./images_introduced/4665054.jpg
18541084,2018-11-21,2018-11-21 08:50:38-10:00,Hawaii,research,https://static.inaturalist.org/photos/28364167/medium.jpg,False,"130 Kai Malina Pkwy, Kaanapali, HI, US",Acridotheres tristis,Aves,Fall,./images_introduced/18541084.jpg
176066260,2023-07-31,2023-07-31 19:00:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/306056277/medium.jpg,False,"Hawaii County, HI, USA",Paroaria capitata,Aves,Summer,./images_introduced/176066260.jpg
110346861,2011-05-18,2011-05-18 05:06:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/186130245/medium.jpg,False,"Honolulu, HI, USA",Pycnonotus cafer,Aves,Spring,./images_introduced/110346861.jpg
115147003,2022-05-02,2022-05-02 17:26:01-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/194371061/medium.jpeg,False,"Kuhio Ave + Opp Namahana St, Honolulu, HI 96815, USA",Columba livia domestica,Aves,Spring,./images_introduced/115147003.jpg
49528114,2020-02-16,2020-02-16 07:50:42-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/78625549/medium.jpg,False,"Kamehameha Iki, Lahaina, HI, US",Acridotheres tristis,Aves,Winter,./images_introduced/49528114.jpg
20009479,2019-01-26,2019-01-25 19:22:42-10:00,Hawaii,research,https://static.inaturalist.org/photos/30883564/medium.jpeg,False,"Unnamed Road, Volcano, HI 96785, USA",Lophura leucomelanos,Aves,Winter,./images_introduced/20009479.jpg
177473593,2017-08-16,2017-08-16 04:19:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/308674481/medium.jpeg,False,"Hawaii, US",Padda oryzivora,Aves,Summer,./images_introduced/177473593.jpg
20790317,2019-02-24,2019-02-24 08:51:18-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/32063218/medium.jpg,False,"Maui County, US-HI, US",Padda oryzivora,Aves,Winter,./images_introduced/20790317.jpg
130676898,2022-05-15,2022-05-15 17:14:00-10:00,Hawaii,research,https://static.inaturalist.org/photos/222260558/medium.jpg,False,"Kaanapali, HI 96761, USA",Ortygornis pondicerianus,Aves,Spring,./images_introduced/130676898.jpg
103533913,2021-12-22,2021-12-22 14:11:04-10:00,Hawaii,research,https://static.inaturalist.org/photos/173304833/medium.jpg,False,"Oʻahu, Mokuleia, HI, US",Copsychus malabaricus,Aves,,./images_introduced/103533913.jpg
8298630,2017-10-07,2017-10-07 08:38:36-10:00,Hawaii,research,https://static.inaturalist.org/photos/11013370/medium.jpg,False,"92 Aliinui Dr, Ko Olina, HI, US",Spilopelia chinensis,Aves,Fall,./images_introduced/8298630.jpg
50966381,2014-09-11,2014-09-11 13:14:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/80956017/medium.jpeg,False,"Hawaii, USA",Estrilda astrild,Aves,Fall,./images_introduced/50966381.jpg
148209522,2022-07-18,2022-07-18 12:19:30-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/255180120/medium.jpg,False,"Royal Hawaiian Center, Honolulu, HI, US",Columba livia domestica,Aves,Summer,./images_introduced/148209522.jpg
39219016,2020-02-25,2020-02-25 08:04:19-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/62192394/medium.jpg,False,"Kailua Town Center, Kailua, HI, US",Columba livia domestica,Aves,Winter,./images_introduced/39219016.jpg
